"country_popio","region","age_name","sex","pc_mean","agegr"
"Sri Lanka","Southeast Asia ","40-44 years","Females",0.0192221,"40"
"Sri Lanka","Southeast Asia ","45-49 years","Females",0.0212126,"45"
"Sri Lanka","Southeast Asia ","50-54 years","Females",0.0149922,"50"
"Sri Lanka","Southeast Asia ","55-59 years","Females",0.0241024,"55"
"Sri Lanka","Southeast Asia ","60-64 years","Females",0.0212075,"60"
"Sri Lanka","Southeast Asia ","65-69 years","Females",0.0289512,"65"
"Sri Lanka","Southeast Asia ","70-74 years","Females",0.0276307,"70"
"Sri Lanka","Southeast Asia ","75-79 years","Females",0.0207876,"75"
"Sri Lanka","Southeast Asia ","80+ years","Females",0.0161203,"80"
"Sri Lanka","Southeast Asia ","50-69 years","Females",0.0228603,"50"
"Sri Lanka","Southeast Asia ","70+ years","Females",0.021555,"70"
"Sri Lanka","Southeast Asia ","30-34 years","Both sexes",0.0289512,"30"
"Sri Lanka","Southeast Asia ","35-39 years","Both sexes",0.0502251,"35"
"Sri Lanka","Southeast Asia ","40-44 years","Both sexes",0.0973744,"40"
"Sri Lanka","Southeast Asia ","45-49 years","Both sexes",0.118444,"45"
"Sri Lanka","Southeast Asia ","50-54 years","Both sexes",0.133872,"50"
"Sri Lanka","Southeast Asia ","55-59 years","Both sexes",0.131617,"55"
"Sri Lanka","Southeast Asia ","60-64 years","Both sexes",0.141262,"60"
"Sri Lanka","Southeast Asia ","65-69 years","Both sexes",0.129175,"65"
"Sri Lanka","Southeast Asia ","70-74 years","Both sexes",0.121229,"70"
"Sri Lanka","Southeast Asia ","75-79 years","Both sexes",0.0875604,"75"
"Sri Lanka","Southeast Asia ","80+ years","Both sexes",0.0672025,"80"
"Sri Lanka","Southeast Asia ","50-69 years","Both sexes",0.134157,"50"
"Sri Lanka","Southeast Asia ","70+ years","Both sexes",0.0936217,"70"
"Thailand","Southeast Asia ","30-34 years","Males",0.0587678,"30"
"Thailand","Southeast Asia ","35-39 years","Males",0.0772505,"35"
"Thailand","Southeast Asia ","40-44 years","Males",0.136773,"40"
"Thailand","Southeast Asia ","45-49 years","Males",0.161702,"45"
"Thailand","Southeast Asia ","50-54 years","Males",0.188252,"50"
"Thailand","Southeast Asia ","55-59 years","Males",0.214818,"55"
"Thailand","Southeast Asia ","60-64 years","Males",0.231843,"60"
"Thailand","Southeast Asia ","65-69 years","Males",0.250722,"65"
"Thailand","Southeast Asia ","70-74 years","Males",0.255647,"70"
"Thailand","Southeast Asia ","75-79 years","Males",0.256692,"75"
"Thailand","Southeast Asia ","80+ years","Males",0.231524,"80"
"Thailand","Southeast Asia ","50-69 years","Males",0.219124,"50"
"Thailand","Southeast Asia ","70+ years","Males",0.248137,"70"
"Thailand","Southeast Asia ","30-34 years","Females",0.0160669,"30"
"Thailand","Southeast Asia ","35-39 years","Females",0.0187102,"35"
"Thailand","Southeast Asia ","40-44 years","Females",0.0404284,"40"
"Thailand","Southeast Asia ","45-49 years","Females",0.0467781,"45"
"Thailand","Southeast Asia ","50-54 years","Females",0.0766824,"50"
"Thailand","Southeast Asia ","55-59 years","Females",0.0890539,"55"
"Thailand","Southeast Asia ","60-64 years","Females",0.0941624,"60"
"Thailand","Southeast Asia ","65-69 years","Females",0.0989924,"65"
"Thailand","Southeast Asia ","70-74 years","Females",0.10636,"70"
"Thailand","Southeast Asia ","75-79 years","Females",0.107671,"75"
"Thailand","Southeast Asia ","80+ years","Females",0.0940497,"80"
"Thailand","Southeast Asia ","50-69 years","Females",0.0898605,"50"
"Thailand","Southeast Asia ","70+ years","Females",0.101839,"70"
"Thailand","Southeast Asia ","30-34 years","Both sexes",0.0470463,"30"
"Thailand","Southeast Asia ","35-39 years","Both sexes",0.0610488,"35"
"Thailand","Southeast Asia ","40-44 years","Both sexes",0.107884,"40"
"Thailand","Southeast Asia ","45-49 years","Both sexes",0.124651,"45"
"Thailand","Southeast Asia ","50-54 years","Both sexes",0.148015,"50"
"Thailand","Southeast Asia ","55-59 years","Both sexes",0.168269,"55"
"Thailand","Southeast Asia ","60-64 years","Both sexes",0.177204,"60"
"Thailand","Southeast Asia ","65-69 years","Both sexes",0.185526,"65"
"Thailand","Southeast Asia ","70-74 years","Both sexes",0.186494,"70"
"Thailand","Southeast Asia ","75-79 years","Both sexes",0.183857,"75"
"Thailand","Southeast Asia ","80+ years","Both sexes",0.154717,"80"
"Thailand","Southeast Asia ","50-69 years","Both sexes",0.169022,"50"
"Thailand","Southeast Asia ","70+ years","Both sexes",0.174198,"70"
"Timor-Leste","Southeast Asia ","30-34 years","Males",0.12243,"30"
"Timor-Leste","Southeast Asia ","35-39 years","Males",0.160812,"35"
"Timor-Leste","Southeast Asia ","40-44 years","Males",0.212042,"40"
"Timor-Leste","Southeast Asia ","45-49 years","Males",0.22661,"45"
"Timor-Leste","Southeast Asia ","50-54 years","Males",0.252426,"50"
"Timor-Leste","Southeast Asia ","55-59 years","Males",0.259146,"55"
"Timor-Leste","Southeast Asia ","60-64 years","Males",0.265043,"60"
"Timor-Leste","Southeast Asia ","65-69 years","Males",0.259853,"65"
"Timor-Leste","Southeast Asia ","70-74 years","Males",0.236046,"70"
"Timor-Leste","Southeast Asia ","75-79 years","Males",0.215614,"75"
"Timor-Leste","Southeast Asia ","80+ years","Males",0.164736,"80"
"Timor-Leste","Southeast Asia ","50-69 years","Males",0.259038,"50"
"Timor-Leste","Southeast Asia ","70+ years","Males",0.21812,"70"
"Timor-Leste","Southeast Asia ","30-34 years","Females",0.0174787,"30"
"Timor-Leste","Southeast Asia ","35-39 years","Females",0.0284951,"35"
"Timor-Leste","Southeast Asia ","40-44 years","Females",0.0482392,"40"
"Timor-Leste","Southeast Asia ","45-49 years","Females",0.0584036,"45"
"Timor-Leste","Southeast Asia ","50-54 years","Females",0.0975535,"50"
"Timor-Leste","Southeast Asia ","55-59 years","Females",0.0977987,"55"
"Timor-Leste","Southeast Asia ","60-64 years","Females",0.0932652,"60"
"Timor-Leste","Southeast Asia ","65-69 years","Females",0.0847589,"65"
"Timor-Leste","Southeast Asia ","70-74 years","Females",0.0704652,"70"
"Timor-Leste","Southeast Asia ","75-79 years","Females",0.0574183,"75"
"Timor-Leste","Southeast Asia ","80+ years","Females",0.0347214,"80"
"Timor-Leste","Southeast Asia ","50-69 years","Females",0.0933092,"50"
"Timor-Leste","Southeast Asia ","70+ years","Females",0.0589431,"70"
"Timor-Leste","Southeast Asia ","30-34 years","Both sexes",0.0771569,"30"
"Timor-Leste","Southeast Asia ","35-39 years","Both sexes",0.101999,"35"
"Timor-Leste","Southeast Asia ","40-44 years","Both sexes",0.13386,"40"
"Timor-Leste","Southeast Asia ","45-49 years","Both sexes",0.139921,"45"
"Timor-Leste","Southeast Asia ","50-54 years","Both sexes",0.179447,"50"
"Timor-Leste","Southeast Asia ","55-59 years","Both sexes",0.186586,"55"
"Timor-Leste","Southeast Asia ","60-64 years","Both sexes",0.180271,"60"
"Timor-Leste","Southeast Asia ","65-69 years","Both sexes",0.172086,"65"
"Timor-Leste","Southeast Asia ","70-74 years","Both sexes",0.153964,"70"
"Timor-Leste","Southeast Asia ","75-79 years","Both sexes",0.131223,"75"
"Timor-Leste","Southeast Asia ","80+ years","Both sexes",0.0892287,"80"
"Timor-Leste","Southeast Asia ","50-69 years","Both sexes",0.179741,"50"
"Timor-Leste","Southeast Asia ","70+ years","Both sexes",0.134853,"70"
"Vietnam","Southeast Asia ","30-34 years","Males",0.0444178,"30"
"Vietnam","Southeast Asia ","35-39 years","Males",0.0992766,"35"
"Vietnam","Southeast Asia ","40-44 years","Males",0.185932,"40"
"Vietnam","Southeast Asia ","45-49 years","Males",0.227337,"45"
"Vietnam","Southeast Asia ","50-54 years","Males",0.274128,"50"
"Vietnam","Southeast Asia ","55-59 years","Males",0.286588,"55"
"Vietnam","Southeast Asia ","60-64 years","Males",0.315237,"60"
"Vietnam","Southeast Asia ","65-69 years","Males",0.328936,"65"
"Vietnam","Southeast Asia ","70-74 years","Males",0.304862,"70"
"Vietnam","Southeast Asia ","75-79 years","Males",0.269684,"75"
"Vietnam","Southeast Asia ","80+ years","Males",0.225772,"80"
"Vietnam","Southeast Asia ","50-69 years","Males",0.297473,"50"
"Vietnam","Southeast Asia ","70+ years","Males",0.268039,"70"
"Vietnam","Southeast Asia ","30-34 years","Females",0.0263659,"30"
"Vietnam","Southeast Asia ","35-39 years","Females",0.0257898,"35"
"Vietnam","Southeast Asia ","40-44 years","Females",0.061986,"40"
"Vietnam","Southeast Asia ","45-49 years","Females",0.0539051,"45"
"Vietnam","Southeast Asia ","50-54 years","Females",0.0861478,"50"
"Vietnam","Southeast Asia ","55-59 years","Females",0.0721852,"55"
"Vietnam","Southeast Asia ","60-64 years","Females",0.0840465,"60"
"Vietnam","Southeast Asia ","65-69 years","Females",0.0981325,"65"
"Vietnam","Southeast Asia ","70-74 years","Females",0.0986565,"70"
"Vietnam","Southeast Asia ","75-79 years","Females",0.082215,"75"
"Vietnam","Southeast Asia ","80+ years","Females",0.0951117,"80"
"Vietnam","Southeast Asia ","50-69 years","Females",0.0849527,"50"
"Vietnam","Southeast Asia ","70+ years","Females",0.0920673,"70"
"Vietnam","Southeast Asia ","30-34 years","Both sexes",0.040683,"30"
"Vietnam","Southeast Asia ","35-39 years","Both sexes",0.083018,"35"
"Vietnam","Southeast Asia ","40-44 years","Both sexes",0.153841,"40"
"Vietnam","Southeast Asia ","45-49 years","Both sexes",0.17714,"45"
"Vietnam","Southeast Asia ","50-54 years","Both sexes",0.215659,"50"
"Vietnam","Southeast Asia ","55-59 years","Both sexes",0.216328,"55"
"Vietnam","Southeast Asia ","60-64 years","Both sexes",0.229531,"60"
"Vietnam","Southeast Asia ","65-69 years","Both sexes",0.238986,"65"
"Vietnam","Southeast Asia ","70-74 years","Both sexes",0.218647,"70"
"Vietnam","Southeast Asia ","75-79 years","Both sexes",0.183591,"75"
"Vietnam","Southeast Asia ","80+ years","Both sexes",0.155276,"80"
"Vietnam","Southeast Asia ","50-69 years","Both sexes",0.223972,"50"
"Vietnam","Southeast Asia ","70+ years","Both sexes",0.184357,"70"
"Fiji","Oceania","30-34 years","Males",0.137936,"30"
"Fiji","Oceania","35-39 years","Males",0.15779,"35"
"Fiji","Oceania","40-44 years","Males",0.261067,"40"
"Fiji","Oceania","45-49 years","Males",0.246182,"45"
"Fiji","Oceania","50-54 years","Males",0.249197,"50"
"Fiji","Oceania","55-59 years","Males",0.264032,"55"
"Fiji","Oceania","60-64 years","Males",0.246106,"60"
"Fiji","Oceania","65-69 years","Males",0.223797,"65"
"Fiji","Oceania","70-74 years","Males",0.207854,"70"
"Fiji","Oceania","75-79 years","Males",0.169207,"75"
"Fiji","Oceania","80+ years","Males",0.143332,"80"
"Fiji","Oceania","50-69 years","Males",0.246783,"50"
"Fiji","Oceania","70+ years","Males",0.184532,"70"
"Fiji","Oceania","30-34 years","Females",0.064607,"30"
"Fiji","Oceania","35-39 years","Females",0.0711906,"35"
"Fiji","Oceania","40-44 years","Females",0.11226,"40"
"Fiji","Oceania","45-49 years","Females",0.118756,"45"
"Fiji","Oceania","50-54 years","Females",0.101936,"50"
"Fiji","Oceania","55-59 years","Females",0.0653433,"55"
"Fiji","Oceania","60-64 years","Females",0.0757807,"60"
"Fiji","Oceania","65-69 years","Females",0.0882842,"65"
"Fiji","Oceania","70-74 years","Females",0.0916038,"70"
"Fiji","Oceania","75-79 years","Females",0.126645,"75"
"Fiji","Oceania","80+ years","Females",0.11193,"80"
"Fiji","Oceania","50-69 years","Females",0.0831586,"50"
"Fiji","Oceania","70+ years","Females",0.107193,"70"
"Fiji","Oceania","30-34 years","Both sexes",0.108957,"30"
"Fiji","Oceania","35-39 years","Both sexes",0.119651,"35"
"Fiji","Oceania","40-44 years","Both sexes",0.197148,"40"
"Fiji","Oceania","45-49 years","Both sexes",0.192188,"45"
"Fiji","Oceania","50-54 years","Both sexes",0.186403,"50"
"Fiji","Oceania","55-59 years","Both sexes",0.179619,"55"
"Fiji","Oceania","60-64 years","Both sexes",0.172548,"60"
"Fiji","Oceania","65-69 years","Both sexes",0.161362,"65"
"Fiji","Oceania","70-74 years","Both sexes",0.151079,"70"
"Fiji","Oceania","75-79 years","Both sexes",0.147003,"75"
"Fiji","Oceania","80+ years","Both sexes",0.125868,"80"
"Fiji","Oceania","50-69 years","Both sexes",0.175585,"50"
"Fiji","Oceania","70+ years","Both sexes",0.144901,"70"
"Kiribati","Oceania","30-34 years","Males",0.128919,"30"
"Kiribati","Oceania","35-39 years","Males",0.125464,"35"
"Kiribati","Oceania","40-44 years","Males",0.232619,"40"
"Kiribati","Oceania","45-49 years","Males",0.227558,"45"
"Kiribati","Oceania","50-54 years","Males",0.264387,"50"
"Kiribati","Oceania","55-59 years","Males",0.257951,"55"
"Kiribati","Oceania","60-64 years","Males",0.244002,"60"
"Kiribati","Oceania","65-69 years","Males",0.192924,"65"
"Kiribati","Oceania","70-74 years","Males",0.195534,"70"
"Kiribati","Oceania","75-79 years","Males",0.127372,"75"
"Kiribati","Oceania","80+ years","Males",0.0982089,"80"
"Kiribati","Oceania","50-69 years","Males",0.244982,"50"
"Kiribati","Oceania","70+ years","Males",0.156488,"70"
"Kiribati","Oceania","30-34 years","Females",0.0546229,"30"
"Kiribati","Oceania","35-39 years","Females",0.0460483,"35"
"Kiribati","Oceania","40-44 years","Females",0.0754628,"40"
"Kiribati","Oceania","45-49 years","Females",0.0918888,"45"
"Kiribati","Oceania","50-54 years","Females",0.0792269,"50"
"Kiribati","Oceania","55-59 years","Females",0.0928244,"55"
"Kiribati","Oceania","60-64 years","Females",0.105099,"60"
"Kiribati","Oceania","65-69 years","Females",0.127942,"65"
"Kiribati","Oceania","70-74 years","Females",0.11287,"70"
"Kiribati","Oceania","75-79 years","Females",0.107422,"75"
"Kiribati","Oceania","80+ years","Females",0.0596852,"80"
"Kiribati","Oceania","50-69 years","Females",0.0989616,"50"
"Kiribati","Oceania","70+ years","Females",0.0973661,"70"
"Kiribati","Oceania","30-34 years","Both sexes",0.102263,"30"
"Kiribati","Oceania","35-39 years","Both sexes",0.0940254,"35"
"Kiribati","Oceania","40-44 years","Both sexes",0.175512,"40"
"Kiribati","Oceania","45-49 years","Both sexes",0.180206,"45"
"Kiribati","Oceania","50-54 years","Both sexes",0.199705,"50"
"Kiribati","Oceania","55-59 years","Both sexes",0.200342,"55"
"Kiribati","Oceania","60-64 years","Both sexes",0.192754,"60"
"Kiribati","Oceania","65-69 years","Both sexes",0.167018,"65"
"Kiribati","Oceania","70-74 years","Both sexes",0.159074,"70"
"Kiribati","Oceania","75-79 years","Both sexes",0.117725,"75"
"Kiribati","Oceania","80+ years","Both sexes",0.0776748,"80"
"Kiribati","Oceania","50-69 years","Both sexes",0.192054,"50"
"Kiribati","Oceania","70+ years","Both sexes",0.128618,"70"
"Marshall Islands","Oceania","30-34 years","Males",0.0913603,"30"
"Marshall Islands","Oceania","35-39 years","Males",0.0991999,"35"
"Marshall Islands","Oceania","40-44 years","Males",0.172931,"40"
"Marshall Islands","Oceania","45-49 years","Males",0.161559,"45"
"Marshall Islands","Oceania","50-54 years","Males",0.173458,"50"
"Marshall Islands","Oceania","55-59 years","Males",0.149015,"55"
"Marshall Islands","Oceania","60-64 years","Males",0.137166,"60"
"Marshall Islands","Oceania","65-69 years","Males",0.104758,"65"
"Marshall Islands","Oceania","70-74 years","Males",0.088435,"70"
"Marshall Islands","Oceania","75-79 years","Males",0.0554363,"75"
"Marshall Islands","Oceania","80+ years","Males",0.0347956,"80"
"Marshall Islands","Oceania","50-69 years","Males",0.145112,"50"
"Marshall Islands","Oceania","70+ years","Males",0.0673745,"70"
"Marshall Islands","Oceania","30-34 years","Females",0.0321181,"30"
"Marshall Islands","Oceania","35-39 years","Females",0.03601,"35"
"Marshall Islands","Oceania","40-44 years","Females",0.0503204,"40"
"Marshall Islands","Oceania","45-49 years","Females",0.0532584,"45"
"Marshall Islands","Oceania","50-54 years","Females",0.0421667,"50"
"Marshall Islands","Oceania","55-59 years","Females",0.0351734,"55"
"Marshall Islands","Oceania","60-64 years","Females",0.0376334,"60"
"Marshall Islands","Oceania","65-69 years","Females",0.0359225,"65"
"Marshall Islands","Oceania","70-74 years","Females",0.0325402,"70"
"Marshall Islands","Oceania","75-79 years","Females",0.0323425,"75"
"Marshall Islands","Oceania","80+ years","Females",0.0205908,"80"
"Marshall Islands","Oceania","50-69 years","Females",0.0378596,"50"
"Marshall Islands","Oceania","70+ years","Females",0.0293017,"70"
"Marshall Islands","Oceania","30-34 years","Both sexes",0.0672036,"30"
"Marshall Islands","Oceania","35-39 years","Both sexes",0.0702411,"35"
"Marshall Islands","Oceania","40-44 years","Both sexes",0.120295,"40"
"Marshall Islands","Oceania","45-49 years","Both sexes",0.116862,"45"
"Marshall Islands","Oceania","50-54 years","Both sexes",0.119344,"50"
"Marshall Islands","Oceania","55-59 years","Both sexes",0.102945,"55"
"Marshall Islands","Oceania","60-64 years","Both sexes",0.0952271,"60"
"Marshall Islands","Oceania","65-69 years","Both sexes",0.074215,"65"
"Marshall Islands","Oceania","70-74 years","Both sexes",0.0615488,"70"
"Marshall Islands","Oceania","75-79 years","Both sexes",0.0435838,"75"
"Marshall Islands","Oceania","80+ years","Both sexes",0.0269642,"80"
"Marshall Islands","Oceania","50-69 years","Both sexes",0.100259,"50"
